,comp_produced_prod_mean,price_produced_prod_mean,prod_sp_val_dist,output_all_prdcts,price_produced_prod_std,delta_coefficient,share_produced_products,prod_sp_val_alct,prod_space_struc,max_info
167,4.173339200107367,54.720827369534504,"normal_[0, 1]",347.0,63.96105666929719,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
168,4.861114921638199,220.30264729728086,"normal_[0, 1]",427.0,171.29906070467752,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.6
169,2.6462005890981097,105.5033043352715,"normal_[0, 1]",359.0,122.60813913107857,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.6
170,4.746821956312963,61.15285388187228,"normal_[0, 1]",330.0,43.74171636248105,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
171,3.1835049186859665,129.70627716557829,"normal_[0, 1]",720.0,84.38994998940228,100,0.14,degree_centrality,powerlaw_cluster_4_0.7,0.6
172,3.877740971436353,91.8015294984397,"normal_[0, 1]",316.0,151.10278807396662,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
173,3.235436912483114,41.342381603438334,"normal_[0, 1]",259.5,48.712134765391816,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
174,4.450026268760183,88.66204799134714,"normal_[0, 1]",359.5,129.91936726441168,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
175,4.000597434283579,173.69331044721332,"normal_[0, 1]",444.0,142.44640155032138,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.6
176,4.767969288185767,57.02911462273557,"normal_[0, 1]",175.0,61.90304753401546,100,0.03,degree_centrality,powerlaw_cluster_4_0.7,0.6
177,4.123684007196207,179.35645481668138,"normal_[0, 1]",429.0,136.6363423548673,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.6
178,5.158075998020804,179.37641896046006,"normal_[0, 1]",533.1905298045,178.59961776515945,100,0.1,degree_centrality,powerlaw_cluster_4_0.7,0.6
179,4.317687578794621,118.40903775306538,"normal_[0, 1]",451.5,125.81610274239608,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
180,2.778483351483208,85.42903665845805,"normal_[0, 1]",487.0,111.4286713100768,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.6
181,2.9432846922548155,109.82867865797428,"normal_[0, 1]",235.0,139.1906331111893,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
182,4.290278214647744,207.90093346386752,"normal_[0, 1]",273.5,185.1486564301822,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
183,4.912630793907947,137.68290932786115,"normal_[0, 1]",437.5,132.7382970791331,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
184,3.6785336718432338,183.74367936847028,"normal_[0, 1]",272.0,185.50041751772858,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
185,4.455073285891037,66.91161070425962,"normal_[0, 1]",410.0,56.8333899557526,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.6
186,3.1297704578710643,93.17944115878588,"normal_[0, 1]",282.0,123.33606945441738,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
187,4.536697666093528,73.35986893355427,"normal_[0, 1]",414.0,71.52436468880032,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.6
188,4.9013288835649185,128.48199699058287,"normal_[0, 1]",284.5,174.23745881141448,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
189,3.9191559892331167,201.8580160888668,"normal_[0, 1]",367.5,150.40118848563975,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
190,3.9363871531645223,117.70110636777224,"normal_[0, 1]",205.5,181.20946951822745,100,0.04,degree_centrality,powerlaw_cluster_4_0.7,0.6
191,4.086322597141551,160.87760475592464,"normal_[0, 1]",359.0,163.14693885278888,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.6
192,6.722159391750008,177.8810903926328,"normal_[0, 1]",492.0,123.82979609792292,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.6
193,3.476097095673294,92.10534707857832,"normal_[0, 1]",548.5,67.65989327211086,100,0.1,degree_centrality,powerlaw_cluster_4_0.7,0.6
194,4.397464889358616,47.93837225459686,"normal_[0, 1]",208.0,39.589274043910926,100,0.04,degree_centrality,powerlaw_cluster_4_0.7,0.6
195,3.1980200549246223,98.72392141254427,"normal_[0, 1]",583.5,83.68896783029528,100,0.11,degree_centrality,powerlaw_cluster_4_0.7,0.6
196,4.44712320580706,30.314049000503715,"normal_[0, 1]",152.0,28.45518706413764,100,0.03,degree_centrality,powerlaw_cluster_4_0.7,0.6
197,3.6854676703737694,97.00263469073592,"normal_[0, 1]",471.5,107.11973704728952,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
